,loc,total_count,lat,lng,type
1312,GWEN ST,30520.0,32.717473600000005,-117.0826851,end_only
1313,COPLEY DR,30508.0,32.8395081,-117.162376,both
1314,OLD GLOBE WY,30501.0,32.9694667,-117.2315618,start_only
1315,GARNET  AV,30485.0,32.805519,-117.221603,both
1316,WAILEA WY,30377.0,32.585289,-117.068611,start_only
1317,BELDEN ST,30348.0,32.8108725,-117.1654451,end_only
1318,ANTIEM ST,30348.0,32.8153601,-117.1593161,start_only
1319,DEARBORN DR,30345.0,32.576473,-117.073769,end_only
1320,VISTA ST,30303.0,32.76157,-117.103157,start_only
1321,WEBSTER AV,30296.0,32.72405535,-117.09108365,end_only
1322,CLAY AV,30296.0,32.785267,-117.015099,start_only
1323,LAZANJA DR,30277.0,32.9865403,-117.162818,both
1324,FREEPORT RD,30047.0,32.9650186,-117.1109657,end_only
1325,MIRAMAR CT,30036.0,32.8837716,-117.121353,start_only
1326,BISBY LAKE AV,29934.0,32.803247,-117.0136774,both
1327,NANCY RIDGE DR,29909.0,32.8878805,-117.1840697,end_only
1328,EAST  DR,29895.0,32.7517419,-117.2087683,end_only
1329,FALL RIVER WY,29813.0,33.124836,-117.218689,start_only
1330,BABAUTA  RD,29769.0,32.9369273,-117.1234372,start_only
1331,NORTH AV,29769.0,32.581589,-117.053772,start_only
1332,TECH WY,29710.0,32.8255749,-117.1439008,end_only
1333,EVANS ST,29634.0,32.7430299,-117.1882976,both
1334,HOTEL CIRCLE N ,29562.0,32.7602905,-117.1872659,start_only
1335,AVENIDA DEL RIO ,29562.0,32.7665806,-117.1643472,end_only
1336,SYCAMORE RD,29540.0,32.5487994,-117.045176,start_only
1337,PACIFICA DR,29539.0,32.8144071,-117.224457,both
1338,WESTONHILL  DR,29406.0,32.9144469,-117.13564,end_only
1339,CANYONSIDE PK  RD,29382.0,32.943848,-117.1316801,end_only
1340,MEWALL DR,29374.0,32.808982,-117.0068068,start_only
1341,GROSSMONT COLLEGE DR,29374.0,32.8177142,-117.005692,end_only
1342,CARROLL WY,29339.0,32.8870409,-117.1589487,start_only
1343,CARMEL MISSION RD,29295.0,32.9470767,-117.2212214,start_only
1344,GARDENA AV,29238.0,32.7782547,-117.2017145,start_only
1345,VAN NUYS ST,29126.0,32.812683,-117.254128,both
1346,JELLETT ST,29120.0,32.7880322,-117.1965371,start_only
1347,MACOUBA PL,28997.0,32.822742,-117.095848,end_only
1348,CARBET PL,28997.0,32.8214467,-117.096739,start_only
1349,CAPE MAY AV,28995.0,32.7472316,-117.2453535,end_only
1350,LIGGETT DR,28993.0,32.7308509,-117.2386102,end_only
1351,CHESAPEAKE D,28986.0,32.837879,-117.129646,end_only
1352,SAVANNAH ST,28956.0,32.7714072,-117.2026166,start_only
1353,W CHEROKEE AV,28922.0,32.760948,-117.114098,start_only
1354,E CHEROKEE AV,28922.0,32.760948,-117.114098,end_only
1355,KEARNY VILLA  R,28906.0,32.8914291,-117.1184624,start_only
1356,WINDROSE WY,28884.0,32.645496,-117.046783,both
1357,ROCK PL,28872.0,32.7521986,-117.0640755,start_only
1358,KLAUBER AV,28869.0,32.722912,-117.054779,both
1359,BEVIS ST,28857.0,32.8058683,-117.1590943,end_only
1360,DALBERGIA ST,28839.0,32.6866327,-117.1150072,both
1361,A  ST,28833.0,32.7188423,-117.1611101,end_only
1362,PASEO MONTALBAN RD,28829.0,32.9592405,-117.1254637,end_only
1363,GREENWOOD ST,28784.0,32.8538076,-117.184088,both
1364,GLENDA WY,28758.0,32.91687,-117.150414,start_only
1365,DUBOIS DR DR,28680.0,32.836353,-117.198273,start_only
1366,LAKEPORT RD,28675.0,32.910366,-117.150223,start_only
1367,KENOVA ST,28675.0,32.909744,-117.148941,end_only
1368,CENTRE  ST,28635.0,32.7381932,-117.2301666,both
1369,55TH ST,28601.0,32.7716241,-117.0763201,start_only
1370,FRONTAGE ST,28580.0,32.909882,-117.13784,start_only
1371,PEGASUS AV,28556.0,32.8897386,-117.1347412,both
1372,TOWSER ST,28519.0,32.8026679,-117.1379221,start_only
1373,BERNARDO OAKS DR,28440.0,33.012123,-117.064133,end_only
1374,GURNARD ST,28291.0,32.807858,-117.103844,start_only
1375,ROBBINS ST,28262.0,32.855377,-117.195923,end_only
1376,ENTERPRISE  ST,28250.0,33.1363409,-117.157332,both
1377,LEROY ST,28248.0,32.7217798,-117.2357488,start_only
1378,GAGE DR,28248.0,32.721386,-117.23941,end_only
1379,PACIFIC HY RD,28242.0,32.7197192,-117.1709665,end_only
1380,N JUDSON ST,28205.0,32.790646,-117.161453,start_only
1381,DEL SOL WY,28188.0,32.574226,-117.042213,both
1382,DEL MAR TRAILS RD,28010.0,32.9447431,-117.2248203,both
1383,W MUIRLANDS DR,27867.0,32.834026,-117.268982,start_only
1384,SAN FERNANDO PL,27856.0,32.7677507,-117.2506496,both
1385,REAGAN  RD,27843.0,32.9129167,-117.1385089,both
1386,KURTZ ST,27778.0,32.7556776,-117.20939,start_only
1387,BRIXTON PL,27738.0,32.957241,-117.219528,end_only
1388,HOMER ST,27701.0,32.7457676,-117.1720498,end_only
1389,MCKEE ST,27669.0,32.7253871,-117.1699571,end_only
1390,SKYLINE  DR,27623.0,32.704735,-117.028923,both
1391,DREAM ST,27589.0,32.705326,-117.075546,end_only
1392,PLUMAS ST,27551.0,32.681805,-117.070557,start_only
1393,SAVANNAH CRK DR,27512.0,32.9467744,-117.0923695,end_only
1394,LIVINGSTON ST,27387.0,32.7429511,-117.0504637,start_only
1395,TIERRA GRANDE ST,27382.0,32.8950526,-117.1210351,end_only
1396,W/O UNIVERSITY AV,27361.0,32.7484766,-117.1239509,end_only
1397,PARKDALE PL,27343.0,32.9117678,-117.1553761,start_only
1398,8 AV,27323.0,32.769852,-117.042671,both
1399,EUCLID  AV,27313.0,32.7430299,-117.1882976,start_only
1400,GRAVILLA ST,27222.0,32.8291013,-117.276575,start_only
1401,MISSOURI AV,27205.0,33.193684,-117.372864,start_only
1402,CHALCEDONY ST,27205.0,32.803631,-117.245956,end_only
1403,GREENBRIER AV,27138.0,32.7971238,-117.0936178,both
1404,POINSETTIA  DR,27119.0,32.7388617,-117.2289881,both
1405,FANUEL  ST,27117.0,32.7947502,-117.2451888,both
1406,BROOKSIDE LN,27113.0,32.9217712,-117.0587895,end_only
1407,ZURA WY,27049.0,32.7718514,-117.0656983,end_only
1408,BIRMINGHAM WY,26963.0,32.7967961,-117.1541715,start_only
1409,T RDG DR,26949.0,32.9563779,-117.2259865,end_only
1410,DEL DIABLO LN,26876.0,32.985809,-117.089958,end_only
1411,POLK  AV,26837.0,32.752212,-117.1290697,both
1412,PASEO ALDABRA RD,26806.0,32.965104,-117.125225,end_only
1413,ELDER AV,26798.0,32.578365,-117.098778,end_only
1414,BIRCH ST,26766.0,33.1343596,-117.2076478,end_only
1415,MESA AV,26561.0,32.5570485,-117.0413077,end_only
1416,FRAZEE  RD,26557.0,32.7723016,-117.1570787,end_only
1417,MALDEN ST,26537.0,32.80835,-117.240997,end_only
1418,BENDIGO RD,26493.0,32.9124445,-117.155188,end_only
1419,AFTON  RD,26463.0,32.8081378,-117.1444817,start_only
1420,SANDROCK  RD,26463.0,32.809446,-117.1400737,end_only
1421,SAN ANDRES  DR,26404.0,32.9797031,-117.2475199,end_only
1422,ALLEGHANY ST,26368.0,32.678719,-117.069359,both
1423,KENAMAR  DR,26355.0,32.8866517,-117.1554613,start_only
1424,W PT LOMA  BL,26330.0,32.75331675,-117.24550553465984,end_only
1425,METROPOLITAN DR,26319.0,32.777631,-117.1575801,both
1426,BOB ST,26203.0,32.787922,-117.027107,start_only
1427,RUE ANNE N,26198.0,32.843174,-117.252983,start_only
1428,RUE MICHAEL N,26198.0,32.843346,-117.250183,end_only
1429,ZENA DR,26197.0,32.7462234,-117.0575455,both
1430,ATHERTON AV,26194.0,32.561501,-117.083504,both
1431,CARMEL CRK  RD,26163.0,32.9368478,-117.228744,start_only
1432,CAMINO RIO S AV,26085.0,32.7643112,-117.1542034,start_only
1433,EASTER WY,26054.0,32.8785329,-117.2111636,end_only
1434,MORRELL  ST,25979.0,32.796627,-117.23204,end_only
1435,NOYES  ST,25979.0,32.8000382,-117.2311545,start_only
1436,DUNLOP ST,25967.0,32.78577,-117.167267,both
1437,AUBURNDALE ST,25904.0,32.8120326,-117.1714359,end_only
1438,AMBASSADOR AV,25773.0,32.903664,-117.147003,start_only
1439,CAMINO RUIZ AV,25773.0,32.9272007,-117.143584,end_only
1440,PICO  ST,25702.0,32.807331,-117.223267,start_only
1441,MISSION BAY  DR,25702.0,32.8062185,-117.2190033,end_only
1442,REAGAN CT,25616.0,32.9090081,-117.1402577,start_only
1443,MONTEREY PINE DR,25540.0,32.568142,-117.072037,end_only
1444,CANYONSIDE PK RD,25462.0,32.943848,-117.1316801,end_only
1445,ANNA AV,25397.0,32.76364,-117.2036082,end_only
1446,SANDROCK RD RD,25391.0,32.809446,-117.1400737,end_only
1447,FRIARS  RD,25384.0,32.7780229,-117.1408109,start_only
1448,HIGHLAND VY RD,25346.0,33.066231,-117.000473,end_only
1449,FIELDSTONE DR,25346.0,33.0503882,-117.0650853,start_only
1450,T RDG  DR,25231.0,32.9563779,-117.2259865,end_only
1451,CRENSHAW ST,25206.0,32.726078,-117.107689,end_only
1452,LINCOLN PL,25204.0,32.716709,-117.034569,start_only
1453,GLENCOE DR,25204.0,32.7113147,-117.0303227,end_only
1454,CAMINO TICINO ST,25115.0,32.862041,-117.215477,start_only
1455,MASON ST,25106.0,32.756004,-117.195396,start_only
1456,ICE SKATE PL,25041.0,32.922774,-117.1216618,end_only
1457,POTTERY PARK DY,25000.0,32.8532649,-117.2437401,start_only
1458,SUNSET AV,24983.0,32.774895,-116.986794,both
1459,PORTOFINO  DR,24974.0,32.94054,-117.243019,start_only
1460,CARMEL GROVE RD,24905.0,32.942156,-117.2297824,start_only
1461,MORROW WY,24874.0,32.7522144,-117.150116,end_only
1462,KLINE ST,24851.0,32.8434375,-117.2741233,both
1463,N/O UNIVERSITY AV,24842.0,32.7484766,-117.1239509,end_only
1464,TEXAS  ST,24833.0,32.7706845,-117.1400061,both
1465,GLASOE LN,24822.0,32.788742,-117.095787,start_only
1466,DARKWOOD RD,24800.0,32.945953,-117.144882,end_only
1467,CAMINO DEL SUR RD,24800.0,33.009212,-117.1452309,start_only
1468,MEADOWBROOK  DR,24734.0,32.7105257,-117.036126,both
1469,SEAGROVE ST,24723.0,32.958405,-117.204941,end_only
1470,ASHLEY FALLS DR,24723.0,32.9525782,-117.2108768,start_only
1471,INNOVATION DR,24703.0,32.9894512,-117.076792,both
1472,DUNHAVEN ST,24655.0,32.7829466,-117.1955196,end_only
1473,GARFIELD RD,24655.0,32.7831156,-117.1969202,start_only
1474,DUENDA RD,24652.0,33.03545,-117.083099,both
1475,BARSTOW ST,24600.0,32.835247,-117.184624,start_only
1476,CANYON CREST DR,24581.0,32.7789382,-117.0732876,start_only
1477,JULIAN AV,24559.0,32.8566476,-116.9094151,end_only
1478,IRVING AV,24559.0,32.7015695,-117.1385622,start_only
1479,SPRUCE ST,24377.0,32.7387081,-117.1613907,both
1480,CERVANTES AV,24321.0,32.6978572,-117.0700941,both
1481,INGALLS ST,24229.0,32.7507801,-117.1750446,both
1482,LARK ST,24229.0,32.7978821,-116.9492099,both
1483,AERO  DR,24053.0,32.7815943,-117.083143,both
1484,DE ANZA RD,24043.0,32.7981685,-117.2158279,both
1485,MARINDUSTRY DR,24036.0,32.8801825,-117.1800625,end_only
1486,FROBISHER ST,23940.0,32.909882,-117.13784,start_only
1487,BENNINGTON ST,23940.0,32.910572,-117.138489,end_only
1488,HARRISON AV,23908.0,32.860351,-117.1165823,start_only
1489,AUTO CIRCLE ,23885.0,32.7647187,-117.1539685,start_only
1490,CAMINO ARROYO ,23885.0,33.120426,-117.215787,end_only
1491,BATISTA ST,23857.0,32.814808,-117.1637405,both
1492,LEPUS RD,23854.0,32.929237,-117.138344,end_only
1493,SAN ANSELMO ST,23822.0,32.811169,-117.224571,end_only
1494,AVENIDA VILLAHA RD,23802.0,33.002701,-117.060959,end_only
1495,MADISON  AV,23775.0,32.7609805,-117.1391925,start_only
1496,DEWSBURY  AV,23696.0,32.918747,-117.131653,end_only
1497,DUNCAN  RD,23696.0,32.8521587,-117.2197021,start_only
1498,RICHMOND  ST,23687.0,32.749565,-117.151222,end_only
1499,VERMONT  ST,23687.0,32.746929,-117.153442,start_only
1500,YERBA STA DR,23665.0,32.737639,-117.2226401,start_only
1501,VALLEY DR,23620.0,33.19556,-117.211884,end_only
1502,WIGHTMAN  ST,23600.0,32.7477465,-117.1010359,start_only
1503,CANDIDA  ST,23511.0,32.8976723,-117.1205712,start_only
1504,BEAGLE PL,23428.0,32.8083402,-117.1676565,end_only
1505,KESTON CT,23428.0,32.8072091,-117.1690918,start_only
1506,REO PL,23402.0,32.670052,-117.060318,end_only
1507,BANBURY ST,23402.0,32.671059,-117.060211,start_only
1508,CAMINITO SECOYA AV,23351.0,32.5736809,-117.075867,end_only
1509,LOMA ALTA DR,23322.0,32.7501992,-117.0530648,both
1510,STARGAZE AV,23192.0,32.973835,-117.127487,start_only
1511,CALLE TORTUOSA DR,23112.0,32.679855,-117.055054,start_only
1512,SAIPAN DR,23112.0,32.68158,-117.056309,end_only
1513,PT LOMA AV,23097.0,32.7295639,-117.2416335,both
1514,GENESEE  CT,23069.0,32.7914365,-117.1597319,start_only
1515,BILLMAN ST,23054.0,32.747845,-117.058868,end_only
1516,STARLING DR,22953.0,32.793293,-117.155281,start_only
1517,PACIFIC HIGHLANDS RANCH  RD,22915.0,32.9673242,-117.1941198,end_only
1518,BOUNDARY  ST,22906.0,32.7475024,-117.1229023,end_only
1519,KELTON CT,22879.0,32.715336,-117.074921,end_only
1520,BOLLENBACHER ST,22879.0,32.71619,-117.072899,start_only
1521,N EVERGREEN ST,22838.0,32.7469269,-117.208847,start_only
1522,MISSION HTS RD,22832.0,32.7752212,-117.1568715,end_only
1523,CONSTRUCTION  CT,22784.0,32.8835958,-117.1673496,end_only
1524,COLLEGE GROVE AV,22766.0,32.7381582,-117.0582059,start_only
1525,CARMEL KNOLLS DR,22729.0,32.950546,-117.204674,both
1526,JAMES ST,22648.0,32.7144302,-117.0342503,start_only
1527,FERN ST,22644.0,32.7267512,-117.11399083333332,start_only
1528,WEAVER ST,22618.0,32.721859,-117.066109,start_only
1529,BURIAN ST,22618.0,32.719021,-117.065613,end_only
1530,N/O UNIVERSITY AV AV,22604.0,32.7484766,-117.1239509,start_only
1531,GENESEE  AV,22588.0,32.7914365,-117.1597319,end_only
1532,STADIUM ST,22577.0,32.848183,-117.212723,end_only
1533,ASH  ST,22559.0,32.7199018,-117.1564637,end_only
1534,A  AV,22559.0,32.6887509,-117.173927,start_only
1535,CONDE ST,22534.0,32.7577057,-117.1892399,end_only
1536,MT DURBAN DR,22515.0,32.818001,-117.188904,start_only
1537,GLENFLORA AV,22488.0,32.800049,-117.042847,start_only
1538,CASPER DR,22488.0,32.800091,-117.039223,end_only
1539,UNIV SQ  DY,22423.0,32.7484766,-117.1239509,end_only
1540,HIGA PL,22420.0,33.0113043,-117.0570899,start_only
1541,CAMINITO BARCO ,22414.0,32.9377939,-117.2575205,start_only
1542,VIA MAR VALLE ,22414.0,32.939026,-117.257584,end_only
1543,TRADE PL,22407.0,32.8911732,-117.1533865,both
1544,DEERPARK DR,22386.0,32.7885859,-117.190678,start_only
1545,VIA ESPRILLO DR,22357.0,33.0148565,-117.0918635,end_only
1546,PIROTTE  DR,22331.0,32.728302,-117.079674,end_only
1547,FRANKLIN AV (N),22271.0,32.7064323,-117.1252448,end_only
1548,FRANKLIN AV (S),22271.0,32.7023053,-117.0956844,start_only
1549,EASTBOURNE RD,22258.0,32.9823267,-117.0712346,start_only
1550,MEADE AV,22237.0,32.757225,-117.143784,start_only
1551,SIGSBEE ST,22229.0,32.637192,-117.1218645,both
1552,SEA BREEZE DR,22159.0,32.676949,-117.061981,end_only
1553,WESTPORT ST,22159.0,32.679947,-117.064957,start_only
1554,FENTON MARKET PL,22152.0,32.8917336,-117.1685265,start_only
1555,BIRMINGHAM DR,22059.0,33.025349,-117.270638,end_only
1556,CHILDRENS WY,22059.0,32.796833,-117.20443,start_only
1557,I-15 RD,22035.0,32.801014,-117.047081,start_only
1558,HATTON ST,22028.0,32.8158,-117.165466,end_only
1559,67 ST,22012.0,32.764213,-117.0533317,start_only
1560,VIA BANCO DR,21988.0,32.918064,-117.137021,start_only
1561,KENOSHA AV,21941.0,32.812309,-117.210709,end_only
1562,CADDEN DR,21941.0,32.8102524,-117.2115254,start_only
1563,GROVELAND  DR,21934.0,32.707684,-117.083153,end_only
1564,LINCOLN  AV,21872.0,32.7503407,-117.1312925,end_only
1565,GEMINI RD,21791.0,32.9196916,-117.1216516,start_only
1566,TORREYANA RD,21785.0,32.9033511,-117.2384694,end_only
1567,WRELTON DR,21721.0,32.8072962,-117.2614509,start_only
1568,HARRIS RD,21664.0,32.860351,-117.1165823,end_only
1569,BERWICK DR,21637.0,32.823715,-117.164726,both
1570,RANCHO BERNARDO  RD,21633.0,33.0181234,-117.0576313,end_only
1571,MELOTTE ST,21597.0,32.811237,-117.044167,end_only
1572,ALLEY E/O 50 ST ST,21585.0,32.7550658,-117.101892,end_only
1573,HOWARD AV,21583.0,32.557535599999994,-117.0608311,both
1574,METRO ST,21580.0,32.7661504,-117.1965471,end_only
1575,TROJAN AV,21578.0,32.7548424,-117.0767092,both
1576,OZZIE WY,21576.0,32.7012844,-117.0679096,end_only
1577,POMERADO  RD,21525.0,32.9148655,-117.0711548,start_only
1578,ALLEY W/O 52 ST,21515.0,32.7489909,-117.0836044,end_only
1579,LINDA LN,21483.0,32.750648,-117.147278,end_only
1580,NORMAN LN,21483.0,32.7843777,-117.0556683,start_only
1581,ERIE ST,21478.0,32.711601,-117.1037628,end_only
1582,MACAULAY ST,21442.0,32.7331343,-117.231703,end_only
1583,LOWELL ST,21442.0,32.7304135,-117.2288023,start_only
1584,CASEY ST,21408.0,32.679016,-117.037643,end_only
1585,EL BANQUERO PL,21394.0,32.816505,-117.050323,end_only
1586,ROYAL GORGE DR,21394.0,32.815968,-117.05201,start_only
1587,COAST BL S,21341.0,32.847248,-117.276573,end_only
1588,KEMPER CT,21338.0,32.750066,-117.2175234,start_only
1589,KENYON ST,21338.0,32.7496007,-117.2150529,end_only
1590,NEW SALEM CT,21303.0,32.9162635,-117.1531196,start_only
1591,CALLE CLARA ,21283.0,32.8541749,-117.2548068,start_only
1592,54  ST,21251.0,32.7347417,-117.0796148,start_only
1593,TRIANA ST,21217.0,32.8328161,-116.9509509,end_only
1594,31  ST,21208.0,32.7174202,-117.1627728,end_only
1595,CELIA VISTA DR,21203.0,32.7502301,-117.055551,both
1596,ORTEN ST,21181.0,32.781792,-117.200287,end_only
1597,FLORIDA  ST,21164.0,32.7539275,-117.143761,both
1598,VINCA WY,21162.0,32.6956219,-117.066042,end_only
1599,ISLA CARMEN WY,21160.0,32.7015695,-117.1385622,start_only
1600,AVENUE OF INDUSTRY DR,21116.0,32.9905841,-117.0756233,end_only
1601,PASEO CEVERA RD,21116.0,32.965034,-117.11776,end_only
1602,KENAMAR CT,21104.0,32.8866434,-117.1547942,end_only
1603,S 45TH ST,21039.0,32.6970236,-117.098055,end_only
1604,BLACK MOUNTAIN  RD,21031.0,32.9891419,-117.1266465,end_only
1605,CAMINITO VISTANA ,20996.0,32.9733735,-117.1551026,start_only
1606,FLORENCE ST,20994.0,32.697941,-117.116173,end_only
1607,HEINRICH HERTZ DR,20986.0,32.5585951,-116.9384345,start_only
1608,STIMSON CT,20946.0,32.9625293,-117.1337223,end_only
1609,SHILOH  RD,20891.0,32.7477681,-117.0815436,end_only
1610,DUKE  ST,20880.0,32.9219415,-117.1403755,end_only
1611,ELLINGHAM ST,20878.0,32.965026,-117.134738,end_only
1612,S 47TH St,20876.0,32.6948886,-117.0937521,end_only
1613,MARKET  ST,20842.0,32.7116497,-117.130337,both
1614,ALLEY E/O 52 ST,20836.0,32.744514,-117.087471,end_only
1615,NEGLEY DR,20819.0,32.908966,-117.081062,end_only
1616,RESERVOIR LN,20801.0,32.77285,-117.054771,start_only
1617,F  ST,20744.0,32.7462015,-117.24369,end_only
1618,SAN BRUNO CV,20730.0,32.944778,-117.227081,end_only
1619,LA JOLLA COLONY DR,20714.0,32.8569033,-117.2277188,start_only
1620,BISBY LAKE  AV,20708.0,32.803247,-117.0136774,end_only
1621,BOULDER LAKE  AV,20708.0,32.800846,-117.017921,start_only
1622,FELTON  ST,20682.0,32.7976115,-117.2552478,start_only
1623,GROVE AV,20668.0,32.7533794,-117.2213754,start_only
1624,LAKE BEN AV,20593.0,32.802711,-117.014252,end_only
1625,LAKE GABY AV,20593.0,32.8020423,-117.0143053,start_only
1626,DOLIVA DR,20584.0,32.8306785,-117.1756978,start_only
1627,WESTOVER PL,20563.0,32.7247636,-117.0869639,end_only
1628,BOLTON HALL RD,20556.0,32.5508061,-117.0380867,end_only
1629,44TH  ST,20525.0,32.755704,-117.1002254,start_only
1630,CORAZON PL,20463.0,33.037018,-117.082222,start_only
1631,LUZ PL,20463.0,33.034389,-117.083443,end_only
1632,RIOS  RD,20414.0,33.014133,-117.06308,end_only
1633,HIGA  PL,20414.0,33.0113043,-117.0570899,start_only
1634,KELLOGG ST,20394.0,32.7087071,-117.2394302,start_only
1635,LAWRENCE ST,20394.0,32.9562855,-117.2302259,end_only
1636,ARAGON  DR,20343.0,32.84553105,-117.12744455,start_only
1637,SOLEDAD MOUNTAIN RD,20340.0,32.8123354,-117.2324595,both
1638,SPANISH LANDING ,20304.0,32.7284995,-117.20951719886834,start_only
1639,LANING RD ,20304.0,32.7304818,-117.2199859,end_only
1640,CARTAGENA  DR,20283.0,32.755001,-117.062752,end_only
1641,SHERIDAN AV,20160.0,33.1446453,-117.0851277,end_only
1642,VILLAGE GLEN DR,20152.0,32.8049759,-117.1313574,end_only
1643,VALLEY CENTRE DR,20108.0,32.9376997,-117.2310574,start_only
1644,MEADE  AV,20028.0,32.757225,-117.143784,start_only
1645,GREELY AV,19976.0,32.6984855,-117.1225651,start_only
1646,OVERPASS RD,19969.0,32.8261337,-117.1315822,end_only
1647,E/O LANING RD,19969.0,32.767304,-117.2089706,start_only
1648,BALBOA  AV,19967.0,32.8222527,-117.129964,end_only
1649,COLINA DORADA DR,19916.0,32.815823,-117.077789,end_only
1650,CLOVERDALE (FG) RD,19899.0,32.7401158,-117.2234913,start_only
1651,CORD LN,19894.0,32.912785,-117.131264,start_only
1652,VIA AZUL DR,19872.0,32.9908052,-117.162324,start_only
1653,VIA VERRAZZANO DR,19872.0,32.9902248,-117.1595945,end_only
1654,ARROW ROCK AV,19849.0,32.9053448,-117.1403169,start_only
1655,BALBOA DR,19846.0,33.186764,-117.303032,end_only
1656,VALLEY PL,19805.0,32.7048358,-117.1317906,start_only
1657,OTSEGO DR,19737.0,32.743088,-117.167953,end_only
1658,LA PLAYA  AV,19734.0,32.788845,-117.237053,start_only
1659,CANNINGTON DR,19732.0,32.8315812,-117.169212,end_only
1660,FOND DU LAC AV,19706.0,32.83466,-117.202469,end_only
1661,WILLOW  RD,19705.0,32.5454716,-117.0426195,end_only
1662,PROVIDENCE RD,19646.0,32.7914365,-117.1597319,end_only
1663,OVIEDO WY,19635.0,32.9711396,-117.1227584,end_only
1664,SAGEBRUSH RD,19622.0,32.827377,-117.242813,start_only
1665,PLUM ST,19598.0,32.7314536,-117.2294009,end_only
1666,WILLOW ST,19598.0,32.7279986,-117.2308531,start_only
1667,OAKRIDGE RD,19590.0,32.8018847,-117.0555388,end_only
1668,HUXLEY ST,19564.0,32.789894,-117.198776,end_only
1669,SEAWARD AV,19563.0,32.5570485,-117.0413077,both
1670,TWINING AV AV,19553.0,32.584518,-117.045403,end_only
1671,ANCHORAGE LN,19523.0,32.7197612,-117.2283302,start_only
1672,ACE ST,19440.0,32.743297,-117.078856,start_only
1673,WINLOW ST,19440.0,32.7394511,-117.0784288,end_only
1674,HILLERY DR,19419.0,32.9129008,-117.1210229,start_only
1675,LAS LOMAS ST,19396.0,32.7412324,-117.2314866,end_only
1676,CALLE CRISTOBAL DR,19383.0,32.9434893,-117.20072,end_only
1677,POYNTELL CR,19379.0,32.916309,-117.08017,end_only
1678,W J JONES AV,19347.0,32.71011,-117.1666194,start_only
1679,RALENE ST,19274.0,32.7291853,-117.1085398,both
1680,BROOKLYN AV,19224.0,32.713161,-117.0601691,end_only
1681,CAMINITO MAGNIFICA RD,19178.0,32.9037475,-117.0786006,end_only
1682,TORREY SANTA FE RD,19169.0,32.9596439,-117.1653276,start_only
1683,GREENCRAIG LN,19151.0,32.8272688,-117.1245743,end_only
1684,SD 5 R-H ,19141.0,32.805519,-117.221603,end_only
1685,PERSHING AV,18975.0,32.743958,-117.134644,start_only
1686,PRAIRIE MOUND WY,18972.0,32.6933993,-117.0317469,both
1687,LIQUID CT,18963.0,32.884594,-117.1722801,start_only
1688,GROTON ST,18956.0,32.7533794,-117.2213754,start_only
1689,CHAPMAN ST,18956.0,32.7532651,-117.223223,end_only
1690,STATION VILLAGE LN,18866.0,32.773739,-117.145103,end_only
1691,CAMINO DE LA REINA LN,18866.0,32.7677176,-117.1552374,start_only
1692,MIRAMAR DR,18778.0,33.1750277,-117.2352693,end_only
1693,AVENIDA LA REINA  ,18740.0,32.830868,-117.2677,end_only
1694,AVENIDA MIROLA ,18740.0,32.830822,-117.268677,start_only
1695,CARNOUSTIE RD,18739.0,32.565638,-116.9400644,start_only
1696,CAMINITO AGADIR DR,18733.0,32.899094,-117.105308,start_only
1697,BROWNING ST,18713.0,32.7442488,-117.227494,end_only
1698,COCHRAN AV,18681.0,32.585285,-117.058899,end_only
1699,PICO PL,18603.0,32.806778,-117.223808,end_only
1700,CALICO ST,18594.0,32.908127,-117.15062,start_only
1701,DANCY RD,18594.0,32.9073435,-117.1616236,end_only
1702,SOUTHERNWOOD  WY,18568.0,32.7206577,-117.2445802,end_only
1703,LAURA ST,18559.0,32.803242,-117.078247,both
1704,CHURRITUCK DR,18547.0,32.581635,-117.058113,start_only
1705,CAMINO NORTE ,18543.0,33.0085901,-117.0954621,end_only
1706,CORTE RAPOSO ,18543.0,32.5714804,-117.0053708,start_only
1707,CALAIS DR,18496.0,32.945488,-117.246811,start_only
1708,SALIZAR ST,18468.0,32.813423,-117.165581,start_only
1709,27 SB  ST,18454.0,32.583897,-117.081383,end_only
1710,PRINCESS VW DR,18427.0,32.8017652,-117.0781342,start_only
1711,BAUER DR,18391.0,32.814808,-117.1637405,start_only
1712,ELROD AV,18391.0,32.8890168,-117.1284322,end_only
1713,GATEWOOD LN,18377.0,32.693317,-117.035461,start_only
1714,DAHLIA ST,18370.0,32.7369193,-117.103628,start_only
1715,COLUMBINE ST,18370.0,32.7360411,-117.1020833,end_only
1716,NARRAGANSETT CT,18328.0,32.7365436,-117.2373589,end_only
1717,BITTERN ST,18311.0,32.7177765,-117.0540715,end_only
1718,HIXSON  AV,18256.0,32.724895,-117.105347,end_only
1719,SPILLMAN  DR,18256.0,32.722767,-117.105827,start_only
1720,VALLE DEL SUR CT,18246.0,32.9942337,-117.1189744,end_only
1721,ANDROS CT,18231.0,32.750553,-117.072952,end_only
1722,UPSHUR  ST,18180.0,32.720344,-117.2314497,end_only
1723,WALNUT AV,18153.0,32.7414877,-117.1609551,both
1724,PLAZA TAXCO ST,18146.0,32.6956049,-117.0591734,end_only
1725,ARROYO DR,18105.0,32.628632,-117.026077,start_only
1726,BEECH  ST,18069.0,32.7209467,-117.1601225,start_only
1727,COVINGTON RD,17955.0,32.733139,-117.1185694,end_only
